facility_id,timestamp,electricity_kwh
F-0194,2016-08-08,3193.33
F-0194,2016-08-09,3386.56
F-0194,2016-08-10,3305.06
F-0194,2016-08-11,2998.1199
F-0194,2016-08-12,2717.6099
F-0194,2016-08-13,2665.35
F-0194,2016-08-14,1991.3
F-0194,2016-08-15,3094.94
F-0194,2016-08-16,3265.51
F-0194,2016-08-17,3373.24
F-0194,2016-08-18,3068.11
F-0194,2016-08-19,2790.8
F-0194,2016-08-20,2641.3599
F-0194,2016-08-21,2054.89
F-0194,2016-08-22,3358.65
F-0194,2016-08-23,2899.01
F-0194,2016-08-24,2619.1
F-0194,2016-08-25,3041.41
F-0194,2016-08-26,2725.49
F-0194,2016-08-27,2608.34
F-0194,2016-08-28,2240.72
F-0194,2016-08-29,3195.15
F-0194,2016-08-30,3407.78
F-0194,2016-08-31,3424.4
F-0194,2016-09-01,3138.03
F-0194,2016-09-02,2775.79
F-0194,2016-09-03,2646.29
F-0194,2016-09-04,2035.9
F-0194,2016-09-05,2786.98
F-0194,2016-09-06,3142.28
F-0194,2016-09-07,3289.61
F-0194,2016-09-08,2893.47
F-0194,2016-09-09,2659.15
F-0194,2016-09-10,2496.92
F-0194,2016-09-11,1974.14
F-0194,2016-09-12,3330.21
F-0194,2016-09-13,3197.29
F-0194,2016-09-14,3234.27
F-0194,2016-09-15,2918.75
F-0194,2016-09-16,2569.45
F-0194,2016-09-17,2436.1099
F-0194,2016-09-18,2012.3
F-0194,2016-09-19,3259.1
F-0194,2016-09-20,3136.85
F-0194,2016-09-21,3213.21
F-0194,2016-09-22,2994.2
F-0194,2016-09-23,2612.33
F-0194,2016-09-24,2181.05
F-0194,2016-09-25,2015.39
F-0194,2016-09-26,3035.07
F-0194,2016-09-27,2876.61
F-0194,2016-09-28,2979.77
F-0194,2016-09-29,2902.09
F-0194,2016-09-30,2659.02
F-0194,2016-10-01,2170.99
F-0194,2016-10-02,1438.66
F-0194,2016-10-03,2937.82
F-0194,2016-10-04,2753.84
F-0194,2016-10-05,2817.44
F-0194,2016-10-06,2758.21
F-0194,2016-10-07,2714.08
F-0194,2016-10-08,2268.33
F-0194,2016-10-09,1792.96
F-0194,2016-10-10,3108.12
F-0194,2016-10-11,2797.08
F-0194,2016-10-12,3020.8
F-0194,2016-10-13,2974.45
F-0194,2016-10-14,2729.5
F-0194,2016-10-15,2195.11
F-0194,2016-10-16,1790.62
F-0194,2016-10-17,3171.62
F-0194,2016-10-18,2976.35
F-0194,2016-10-19,3072.7
F-0194,2016-10-20,2858.96
F-0194,2016-10-21,2812.56
F-0194,2016-10-22,2303.87
F-0194,2016-10-23,1802.4
F-0194,2016-10-24,3159.46
F-0194,2016-10-25,2898.45
F-0194,2016-10-26,2776.84
F-0194,2016-10-27,3029.97
F-0194,2016-10-28,2780.57
F-0194,2016-10-29,2220.31
F-0194,2016-10-30,1648.08
F-0194,2016-10-31,3159.38
F-0194,2016-11-01,2690.31
F-0194,2016-11-02,2909.16
F-0194,2016-11-03,2756.1
F-0194,2016-11-04,2775.96
F-0194,2016-11-05,2185.76
F-0194,2016-11-06,1640.02
F-0194,2016-11-07,3035.51
F-0194,2016-11-08,2712.74
F-0194,2016-11-09,2855.01
F-0194,2016-11-10,2630.61
F-0194,2016-11-11,2289.16
F-0194,2016-11-12,2161.0
F-0194,2016-11-13,1738.06
F-0194,2016-11-14,2927.92
F-0194,2016-11-15,2666.98
F-0194,2016-11-16,2796.52
F-0194,2016-11-17,3087.93
F-0194,2016-11-18,3562.23
F-0194,2016-11-19,2749.45
F-0194,2016-11-20,1978.81
F-0194,2016-11-21,3218.17
F-0194,2016-11-22,3509.73
F-0194,2016-11-23,3539.45
F-0194,2016-11-24,2828.75
F-0194,2016-11-25,3104.73
F-0194,2016-11-26,2909.0999
F-0194,2016-11-27,2682.5698
F-0194,2016-11-28,4490.05
F-0194,2016-11-29,5022.57
F-0194,2016-11-30,5332.58
F-0194,2016-12-01,5269.66
F-0194,2016-12-02,4988.72
F-0194,2016-12-03,4083.1501
F-0194,2016-12-04,3496.43
F-0194,2016-12-05,4597.82
F-0194,2016-12-06,4592.38
F-0194,2016-12-07,4381.9
F-0194,2016-12-08,4390.53
F-0194,2016-12-09,4191.0103
F-0194,2016-12-10,3606.6301
F-0194,2016-12-11,2543.73
F-0194,2016-12-12,3648.07
F-0194,2016-12-13,3286.22
F-0194,2016-12-14,3443.52
F-0194,2016-12-15,3208.06
F-0194,2016-12-16,2959.73
F-0194,2016-12-17,3748.04
F-0194,2016-12-18,4046.19
F-0194,2016-12-19,4554.9697
F-0194,2016-12-20,3669.48
F-0194,2016-12-21,3575.04
F-0194,2016-12-22,3273.35
F-0194,2016-12-23,3490.16
F-0194,2016-12-24,4265.1
F-0194,2016-12-25,4443.62
F-0194,2016-12-26,5000.99
F-0194,2016-12-27,4473.16
F-0194,2016-12-28,4482.88
F-0194,2016-12-29,3897.83
F-0194,2016-12-30,3407.8
F-0194,2016-12-31,2680.7
F-0195,2016-01-01,185.97
F-0195,2016-01-02,157.58
F-0195,2016-01-03,130.92
F-0195,2016-01-04,144.35
F-0195,2016-01-05,177.45999
F-0195,2016-01-06,162.3
F-0195,2016-01-07,184.64
F-0195,2016-01-08,201.84
F-0195,2016-01-09,223.74
F-0195,2016-01-10,226.81
F-0195,2016-01-11,223.81999
F-0195,2016-01-12,189.79
F-0195,2016-01-13,182.06
F-0195,2016-01-14,182.91
F-0195,2016-01-15,203.16
F-0195,2016-01-16,186.89
F-0195,2016-01-17,169.46
F-0195,2016-01-18,166.44
F-0195,2016-01-19,192.93
F-0195,2016-01-20,182.48
F-0195,2016-01-21,198.35
F-0195,2016-01-22,176.88
F-0195,2016-01-23,171.64
F-0195,2016-01-24,171.9
F-0195,2016-01-25,194.27
F-0195,2016-01-26,188.82
F-0195,2016-01-27,169.94
F-0195,2016-01-28,168.75
F-0195,2016-01-29,180.2
F-0195,2016-01-30,165.58
F-0195,2016-01-31,155.61
F-0195,2016-02-01,202.82
F-0195,2016-02-02,249.41
F-0195,2016-02-03,225.14
F-0195,2016-02-04,228.02
F-0195,2016-02-05,206.09
F-0195,2016-02-06,177.49
F-0195,2016-02-07,155.1
F-0195,2016-02-08,165.06
F-0195,2016-02-09,170.38
F-0195,2016-02-10,142.84
F-0195,2016-02-11,158.26
F-0195,2016-02-12,144.09
F-0195,2016-02-13,116.51
F-0195,2016-02-14,111.82
F-0195,2016-02-15,149.7
F-0195,2016-02-16,189.59
F-0195,2016-02-17,176.48
F-0195,2016-02-18,167.03
F-0195,2016-02-19,164.27
F-0195,2016-02-20,137.66
F-0195,2016-02-21,138.27
F-0195,2016-02-22,166.1
F-0195,2016-02-23,172.69
F-0195,2016-02-24,168.1
F-0195,2016-02-25,172.92
F-0195,2016-02-26,187.02
F-0195,2016-02-27,154.37
F-0195,2016-02-28,146.03
F-0195,2016-02-29,174.77
F-0195,2016-03-01,184.1
F-0195,2016-03-02,192.73
F-0195,2016-03-03,191.37
F-0195,2016-03-04,183.45
F-0195,2016-03-05,134.86
F-0195,2016-03-06,135.42
F-0195,2016-03-07,136.66
F-0195,2016-03-08,147.16
F-0195,2016-03-09,147.75
F-0195,2016-03-10,157.79001
F-0195,2016-03-11,108.590004
F-0195,2016-03-12,85.95
F-0195,2016-03-13,87.44
F-0195,2016-03-14,113.65
F-0195,2016-03-15,149.2
F-0195,2016-03-16,168.24
F-0195,2016-03-17,167.85
F-0195,2016-03-18,161.51
F-0195,2016-03-19,131.77
F-0195,2016-03-20,135.82
F-0195,2016-03-21,211.66
F-0195,2016-03-22,198.81
F-0195,2016-03-23,147.13
F-0195,2016-03-24,168.51
F-0195,2016-03-25,133.62
F-0195,2016-03-26,131.18
F-0195,2016-03-27,134.26
F-0195,2016-03-28,163.29001
F-0195,2016-03-29,151.23
F-0195,2016-03-30,140.4
F-0195,2016-03-31,141.5
F-0195,2016-04-01,138.5
F-0195,2016-04-02,120.33
F-0195,2016-04-03,120.56
F-0195,2016-04-04,176.61
F-0195,2016-04-05,193.79
F-0195,2016-04-06,229.98
F-0195,2016-04-07,219.01
F-0195,2016-04-08,194.59
F-0195,2016-04-09,137.2
F-0195,2016-04-10,120.15
F-0195,2016-04-11,152.58
F-0195,2016-04-12,188.26
F-0195,2016-04-13,178.29
F-0195,2016-04-14,215.64
F-0195,2016-04-15,194.39
F-0195,2016-04-16,137.74
F-0195,2016-04-17,146.77
F-0195,2016-04-18,191.66
F-0195,2016-04-19,214.91
F-0195,2016-04-20,212.21
F-0195,2016-04-21,226.74
F-0195,2016-04-22,235.57
F-0195,2016-04-23,182.3
F-0195,2016-04-24,160.86
F-0195,2016-04-25,183.95
F-0195,2016-04-26,162.58
F-0195,2016-04-27,165.41
F-0195,2016-04-28,167.92
F-0195,2016-04-29,190.59
F-0195,2016-04-30,141.59
F-0195,2016-05-01,134.65
F-0195,2016-05-02,177.3
F-0195,2016-05-03,223.5
F-0195,2016-05-04,256.9
F-0195,2016-05-05,255.29
F-0195,2016-05-06,185.08
F-0195,2016-05-07,125.1
F-0195,2016-05-08,131.99
F-0195,2016-05-09,144.19
F-0195,2016-05-10,204.65
F-0195,2016-05-11,222.56999
F-0195,2016-05-12,248.05
F-0195,2016-05-13,285.28
F-0195,2016-05-14,241.96
F-0195,2016-05-15,225.7
F-0195,2016-05-16,218.78
F-0195,2016-05-17,229.21
F-0195,2016-05-18,211.69
F-0195,2016-05-19,250.19
F-0195,2016-05-20,270.77
F-0195,2016-05-21,193.41
F-0195,2016-05-22,186.75
F-0195,2016-05-23,187.24
F-0195,2016-05-24,204.36
F-0195,2016-05-25,204.95
F-0195,2016-05-26,202.47
F-0195,2016-05-27,209.13
F-0195,2016-05-28,198.71
F-0195,2016-05-29,212.31
F-0195,2016-05-30,199.5
F-0195,2016-05-31,229.2
F-0195,2016-06-01,276.52
F-0195,2016-06-02,309.98
F-0195,2016-06-03,331.11
F-0195,2016-06-04,325.56
F-0195,2016-06-05,330.71
F-0195,2016-06-06,335.94
F-0195,2016-06-07,303.77
F-0195,2016-06-08,300.86
F-0195,2016-06-09,332.68
F-0195,2016-06-10,292.16
F-0195,2016-06-11,243.89
F-0195,2016-06-12,228.61
F-0195,2016-06-13,270.69998
F-0195,2016-06-14,257.75
F-0195,2016-06-15,283.82
F-0195,2016-06-16,267.41
F-0195,2016-06-17,286.46
F-0195,2016-06-18,258.58
F-0195,2016-06-19,322.4
F-0195,2016-06-20,382.8
F-0195,2016-06-21,365.8
F-0195,2016-06-22,373.42
F-0195,2016-06-23,347.13
F-0195,2016-06-24,357.85
F-0195,2016-06-25,345.2
F-0195,2016-06-26,325.83002
F-0195,2016-06-27,368.0
F-0195,2016-06-28,377.99
F-0195,2016-06-29,383.26
F-0195,2016-06-30,288.94
F-0195,2016-07-01,289.31
F-0195,2016-07-02,269.66
F-0195,2016-07-03,302.24
F-0195,2016-07-04,310.79
F-0195,2016-07-05,340.75
F-0195,2016-07-06,341.36
F-0195,2016-07-07,337.26
F-0195,2016-07-08,329.66
F-0195,2016-07-09,306.64
F-0195,2016-07-10,308.83
F-0195,2016-07-11,344.95
F-0195,2016-07-12,346.02
F-0195,2016-07-13,362.95
F-0195,2016-07-14,394.96
F-0195,2016-07-15,402.67
F-0195,2016-07-16,355.41
F-0195,2016-07-17,338.33
F-0195,2016-07-18,356.34
F-0195,2016-07-19,353.24
F-0195,2016-07-20,388.8
F-0195,2016-07-21,413.81
F-0195,2016-07-22,436.14
F-0195,2016-07-23,367.48
F-0195,2016-07-24,364.54
F-0195,2016-07-25,380.05
F-0195,2016-07-26,399.2
F-0195,2016-07-27,414.175
F-0195,2016-07-28,395.37
F-0195,2016-07-29,407.66998
F-0195,2016-07-30,273.14
F-0195,2016-07-31,291.35
F-0195,2016-08-01,318.54
F-0195,2016-08-02,278.8
F-0195,2016-08-03,250.83
F-0195,2016-08-04,276.07
F-0195,2016-08-05,313.73
F-0195,2016-08-06,325.76
F-0195,2016-08-07,351.48
F-0195,2016-08-08,373.19
F-0195,2016-08-09,346.13
F-0195,2016-08-10,352.03
F-0195,2016-08-11,331.68
F-0195,2016-08-12,338.82
F-0195,2016-08-13,343.04
F-0195,2016-08-14,337.1
F-0195,2016-08-15,368.49
F-0195,2016-08-16,383.61
F-0195,2016-08-17,389.83002
F-0195,2016-08-18,365.49
F-0195,2016-08-19,363.94
F-0195,2016-08-20,319.85
F-0195,2016-08-21,290.91
F-0195,2016-08-22,330.63
F-0195,2016-08-23,302.87
F-0195,2016-08-24,278.78
F-0195,2016-08-25,270.78
F-0195,2016-08-26,271.92
F-0195,2016-08-27,255.54001
F-0195,2016-08-28,253.15
F-0195,2016-08-29,310.95
F-0195,2016-08-30,297.83
F-0195,2016-08-31,276.22
F-0195,2016-09-01,267.53
F-0195,2016-09-02,220.95
F-0195,2016-09-03,281.66
F-0195,2016-09-04,262.87
F-0195,2016-09-05,262.28
F-0195,2016-09-06,309.36
F-0195,2016-09-07,302.61
F-0195,2016-09-08,217.21
F-0195,2016-09-09,182.74
F-0195,2016-09-10,250.28
F-0195,2016-09-11,270.84
F-0195,2016-09-12,248.08
F-0195,2016-09-13,178.89
F-0195,2016-09-14,129.16
F-0195,2016-09-15,94.72
F-0195,2016-09-16,64.94
F-0195,2016-09-17,102.4
F-0195,2016-09-18,162.84
F-0195,2016-09-19,127.57
F-0195,2016-09-20,83.73
F-0195,2016-09-21,82.23
F-0195,2016-09-22,131.54
F-0195,2016-09-23,91.39
F-0195,2016-09-24,85.47
F-0195,2016-09-25,132.0
F-0195,2016-09-26,78.5
F-0195,2016-09-27,25.89
F-0195,2016-09-28,18.21
F-0195,2016-09-29,17.81
F-0195,2016-09-30,133.74
F-0195,2016-10-01,233.62
F-0195,2016-10-02,175.51
F-0195,2016-10-03,195.59
F-0195,2016-10-04,179.05
F-0195,2016-10-05,179.56
F-0195,2016-10-06,202.73
F-0195,2016-10-07,207.29
F-0195,2016-10-08,212.49
F-0195,2016-10-09,212.87
F-0195,2016-10-10,223.25
F-0195,2016-10-11,227.33
F-0195,2016-10-12,198.48
F-0195,2016-10-13,207.77
F-0195,2016-10-14,206.34
F-0195,2016-10-15,162.89
F-0195,2016-10-16,159.44
F-0195,2016-10-17,194.8
F-0195,2016-10-18,196.74
F-0195,2016-10-19,201.82
F-0195,2016-10-20,221.51
F-0195,2016-10-21,228.5
F-0195,2016-10-22,193.15
F-0195,2016-10-23,178.18
F-0195,2016-10-24,212.7
F-0195,2016-10-25,227.76
F-0195,2016-10-26,224.95
F-0195,2016-10-27,233.6
F-0195,2016-10-28,232.83
F-0195,2016-10-29,190.69
F-0195,2016-10-30,177.99
F-0195,2016-10-31,201.78
F-0195,2016-11-01,207.54
F-0195,2016-11-02,177.93
F-0195,2016-11-03,174.62
F-0195,2016-11-04,160.08
F-0195,2016-11-05,128.65
F-0195,2016-11-06,126.159996
F-0195,2016-11-07,171.77
F-0195,2016-11-08,190.14
F-0195,2016-11-09,178.16
F-0195,2016-11-10,174.94
F-0195,2016-11-11,140.56
F-0195,2016-11-12,130.93
F-0195,2016-11-13,129.8
F-0195,2016-11-14,160.45
F-0195,2016-11-15,158.24
F-0195,2016-11-16,165.25
F-0195,2016-11-17,149.95
F-0195,2016-11-18,138.68
F-0195,2016-11-19,116.86
F-0195,2016-11-20,117.35
F-0195,2016-11-21,144.82
F-0195,2016-11-22,142.51
F-0195,2016-11-23,144.16
F-0195,2016-11-24,116.86
F-0195,2016-11-25,116.64
F-0195,2016-11-26,116.33
F-0195,2016-11-27,116.22
F-0195,2016-11-28,171.04
F-0195,2016-11-29,217.08
F-0195,2016-11-30,221.35
F-0195,2016-12-01,220.05
F-0195,2016-12-02,215.63
F-0195,2016-12-03,182.04001
F-0195,2016-12-04,171.76001
F-0195,2016-12-05,200.01
F-0195,2016-12-06,199.41
F-0195,2016-12-07,185.57
F-0195,2016-12-08,182.17
F-0195,2016-12-09,166.48
F-0195,2016-12-10,128.6
F-0195,2016-12-11,121.13
F-0195,2016-12-12,140.75
F-0195,2016-12-13,140.64
F-0195,2016-12-14,147.26
F-0195,2016-12-15,144.59
F-0195,2016-12-16,122.05
F-0195,2016-12-17,125.49
F-0195,2016-12-18,154.70999
F-0195,2016-12-19,149.92
F-0195,2016-12-20,130.66
F-0195,2016-12-21,121.93
F-0195,2016-12-22,116.22
F-0195,2016-12-23,122.61
F-0195,2016-12-24,145.54
F-0195,2016-12-25,171.74
F-0195,2016-12-26,166.15
F-0195,2016-12-27,150.02
F-0195,2016-12-28,147.54001
F-0195,2016-12-29,132.88
F-0195,2016-12-30,129.25
F-0195,2016-12-31,114.3
F-0196,2016-01-01,1421.65
F-0196,2016-01-02,1290.41
F-0196,2016-01-03,1222.56
F-0196,2016-01-04,1290.59
F-0196,2016-01-05,1404.03
F-0196,2016-01-06,1477.65
F-0196,2016-01-07,1521.72
F-0196,2016-01-08,1550.18
F-0196,2016-01-09,1508.41
F-0196,2016-01-10,1569.87
F-0196,2016-01-11,1490.84
F-0196,2016-01-12,1490.07
F-0196,2016-01-13,1455.8
F-0196,2016-01-14,1469.13
F-0196,2016-01-15,1544.71
F-0196,2016-01-16,1435.9
F-0196,2016-01-17,1334.45
F-0196,2016-01-18,1386.23
F-0196,2016-01-19,1371.57
F-0196,2016-01-20,1341.97
F-0196,2016-01-21,1373.01
F-0196,2016-01-22,1350.53
F-0196,2016-01-23,1261.8201
F-0196,2016-01-24,1310.47
F-0196,2016-01-25,1336.32
F-0196,2016-01-26,1347.04
F-0196,2016-01-27,1375.59
F-0196,2016-01-28,1350.74
F-0196,2016-01-29,1352.14
F-0196,2016-01-30,1299.37
F-0196,2016-01-31,1222.6901
F-0196,2016-02-01,1502.87
F-0196,2016-02-02,1570.77
F-0196,2016-02-03,1581.75
F-0196,2016-02-04,1532.02
F-0196,2016-02-05,1407.41
F-0196,2016-02-06,1285.32
F-0196,2016-02-07,1216.11
F-0196,2016-02-08,1130.76
F-0196,2016-02-09,1131.62
F-0196,2016-02-10,1141.84
F-0196,2016-02-11,1296.115
F-0196,2016-02-12,1384.34
F-0196,2016-02-13,1330.7
F-0196,2016-02-14,1288.3
F-0196,2016-02-15,1259.89
F-0196,2016-02-16,1104.62
F-0196,2016-02-17,1108.45
F-0196,2016-02-18,1145.11
F-0196,2016-02-19,1343.09
F-0196,2016-02-20,1515.11
F-0196,2016-02-21,1235.95
F-0196,2016-02-22,1114.64
F-0196,2016-02-23,1120.57
F-0196,2016-02-24,1132.26
F-0196,2016-02-25,1140.42
F-0196,2016-02-26,1280.97
F-0196,2016-02-27,1257.49
F-0196,2016-02-28,1226.61
F-0196,2016-02-29,1053.81
F-0196,2016-03-01,1081.3
F-0196,2016-03-02,1066.43
F-0196,2016-03-03,1061.21
F-0196,2016-03-04,1051.94
F-0196,2016-03-05,997.44
F-0196,2016-03-06,1012.39
F-0196,2016-03-07,1018.39996
F-0196,2016-03-08,1092.4
F-0196,2016-03-09,1130.41
F-0196,2016-03-10,1101.92
F-0196,2016-03-11,1343.13
F-0196,2016-03-12,1273.31
F-0196,2016-03-13,1355.1799
F-0196,2016-03-14,1223.79
F-0196,2016-03-15,1115.29
F-0196,2016-03-16,1103.15
F-0196,2016-03-17,1112.1901
F-0196,2016-03-18,1222.0
F-0196,2016-03-19,1211.97
F-0196,2016-03-20,1399.585
F-0196,2016-03-21,1108.61
F-0196,2016-03-22,1103.95
F-0196,2016-03-23,1025.5
F-0196,2016-03-24,1307.97
F-0196,2016-03-25,1380.265
F-0196,2016-03-26,1316.01
F-0196,2016-03-27,1041.61
F-0196,2016-03-28,1174.74
F-0196,2016-03-29,1107.98
F-0196,2016-03-30,1184.55
F-0196,2016-03-31,1254.47
F-0196,2016-04-01,1190.58
F-0196,2016-04-02,1167.54
F-0196,2016-04-03,1163.85
F-0196,2016-04-04,1219.74
F-0196,2016-04-05,1118.1
F-0196,2016-04-06,1243.85
F-0196,2016-04-07,1353.41
F-0196,2016-04-08,1449.53
F-0196,2016-04-09,1526.23
F-0196,2016-04-10,1334.13
F-0196,2016-04-11,1270.16
F-0196,2016-04-12,1258.97
F-0196,2016-04-13,1320.22
F-0196,2016-04-14,1338.47
F-0196,2016-04-15,1358.21
F-0196,2016-04-16,1322.25
F-0196,2016-04-17,1263.98
F-0196,2016-04-18,1261.04
F-0196,2016-04-19,1312.23
F-0196,2016-04-20,1327.69
F-0196,2016-04-21,1365.31
F-0196,2016-04-22,1514.59
F-0196,2016-04-23,1397.24
F-0196,2016-04-24,1271.69
F-0196,2016-04-25,1177.2
F-0196,2016-04-26,1049.72
F-0196,2016-04-27,995.04
F-0196,2016-04-28,1143.51
F-0196,2016-04-29,1098.9
F-0196,2016-04-30,1016.47
F-0196,2016-05-01,1046.36
F-0196,2016-05-02,1007.47
F-0196,2016-05-03,1210.46
F-0196,2016-05-04,1340.1799
F-0196,2016-05-05,1345.4
F-0196,2016-05-06,1306.3099
F-0196,2016-05-07,1211.27
F-0196,2016-05-08,1308.38
F-0196,2016-05-09,1131.16
F-0196,2016-05-10,1355.01
F-0196,2016-05-11,1374.96
F-0196,2016-05-12,1356.72
F-0196,2016-05-13,1331.6
F-0196,2016-05-14,1314.01
F-0196,2016-05-15,1400.99
F-0196,2016-05-16,1337.515
F-0196,2016-05-17,1486.05
F-0196,2016-05-18,1328.74
F-0196,2016-05-19,1261.16
F-0196,2016-05-20,1264.55
F-0196,2016-05-21,1202.3
F-0196,2016-05-22,1142.67
F-0196,2016-05-23,1049.09
F-0196,2016-05-24,1183.4
F-0196,2016-05-25,1153.17
F-0196,2016-05-26,1159.67
F-0196,2016-05-27,1175.3
F-0196,2016-05-28,1204.42
F-0196,2016-05-29,1213.48
F-0196,2016-05-30,1153.15
F-0196,2016-05-31,1258.56
F-0196,2016-06-01,1324.77
F-0196,2016-06-02,1338.19
F-0196,2016-06-03,1426.29
F-0196,2016-06-04,1437.67
F-0196,2016-06-05,1433.01
F-0196,2016-06-06,1444.3201
F-0196,2016-06-07,1359.02
F-0196,2016-06-08,1345.13
F-0196,2016-06-09,1331.63
F-0196,2016-06-10,1275.52
F-0196,2016-06-11,1238.3201
F-0196,2016-06-12,1226.91
F-0196,2016-06-13,1297.91
F-0196,2016-06-14,1293.1
F-0196,2016-06-15,1254.02
F-0196,2016-06-16,1273.78
F-0196,2016-06-17,1308.19
F-0196,2016-06-18,1379.9
F-0196,2016-06-19,1491.7
F-0196,2016-06-20,1430.7
F-0196,2016-06-21,1368.71
F-0196,2016-06-22,1371.13
F-0196,2016-06-23,1307.14
F-0196,2016-06-24,1364.37
F-0196,2016-06-25,1349.55
F-0196,2016-06-26,1322.57
F-0196,2016-06-27,1340.41
F-0196,2016-06-28,1376.56
F-0196,2016-06-29,1336.3099
F-0196,2016-06-30,1265.56
F-0196,2016-07-01,1236.99
F-0196,2016-07-02,1247.62
F-0196,2016-07-03,1285.06
F-0196,2016-07-04,1223.43
F-0196,2016-07-05,1332.61
F-0196,2016-07-06,1371.0
F-0196,2016-07-07,1347.98
F-0196,2016-07-08,1382.32
F-0196,2016-07-09,1429.17
F-0196,2016-07-10,1401.6
F-0196,2016-07-11,1303.85
F-0196,2016-07-12,1316.26
F-0196,2016-07-13,1355.54
F-0196,2016-07-14,1456.9
F-0196,2016-07-15,1450.67
F-0196,2016-07-16,1399.29
F-0196,2016-07-17,1320.17
F-0196,2016-07-18,1352.23
F-0196,2016-07-19,1377.53
F-0196,2016-07-20,1349.63
F-0196,2016-07-21,1392.09
F-0196,2016-07-22,1432.49
F-0196,2016-07-23,1447.9
F-0196,2016-07-24,1400.82
F-0196,2016-07-25,1380.62
F-0196,2016-07-26,1414.22
F-0196,2016-07-27,1395.97
F-0196,2016-07-28,1394.82
F-0196,2016-07-29,1412.29
F-0196,2016-07-30,1286.73
F-0196,2016-07-31,1267.35
F-0196,2016-08-01,1293.24
F-0196,2016-08-02,1294.54
F-0196,2016-08-03,1310.85
F-0196,2016-08-04,1353.63
F-0196,2016-08-05,1363.97
F-0196,2016-08-06,1392.33
F-0196,2016-08-07,1399.55
F-0196,2016-08-08,1446.81
F-0196,2016-08-09,1397.55
F-0196,2016-08-10,1392.81
F-0196,2016-08-11,1326.9
F-0196,2016-08-12,1376.25
F-0196,2016-08-13,1379.34
F-0196,2016-08-14,1352.64
F-0196,2016-08-15,1310.27
F-0196,2016-08-16,1383.04
F-0196,2016-08-17,1414.36
F-0196,2016-08-18,1339.52
F-0196,2016-08-19,1331.83
F-0196,2016-08-20,1258.25
F-0196,2016-08-21,1240.43
F-0196,2016-08-22,1313.33
F-0196,2016-08-23,1324.7
F-0196,2016-08-24,1353.08
F-0196,2016-08-25,1369.49
F-0196,2016-08-26,1451.74
F-0196,2016-08-27,1472.99
F-0196,2016-08-28,1376.77
F-0196,2016-08-29,1337.5
F-0196,2016-08-30,1349.54
F-0196,2016-08-31,1051.47
F-0196,2016-09-01,1134.56
F-0196,2016-09-02,1377.3
F-0196,2016-09-03,1368.79
F-0196,2016-09-04,1406.58
F-0196,2016-09-05,1268.13
F-0196,2016-09-06,1277.8
F-0196,2016-09-07,1294.0599
F-0196,2016-09-08,1299.95
F-0196,2016-09-09,1352.35
F-0196,2016-09-10,1304.43
F-0196,2016-09-11,1283.15
F-0196,2016-09-12,1323.22
F-0196,2016-09-13,1325.19
F-0196,2016-09-14,1308.91
F-0196,2016-09-15,1292.86
F-0196,2016-09-16,1235.05
F-0196,2016-09-17,1247.01
F-0196,2016-09-18,1238.11
F-0196,2016-09-19,1261.22
F-0196,2016-09-20,1267.75
F-0196,2016-09-21,1323.0
F-0196,2016-09-22,1227.04
F-0196,2016-09-23,1171.86
F-0196,2016-09-24,1140.5
F-0196,2016-09-25,1239.06
F-0196,2016-09-26,1199.2
F-0196,2016-09-27,1210.45
F-0196,2016-09-28,1271.69
F-0196,2016-09-29,1360.5599
F-0196,2016-09-30,1283.85
F-0196,2016-10-01,1234.77
F-0196,2016-10-02,1193.95
F-0196,2016-10-03,1157.11
F-0196,2016-10-04,911.95
F-0196,2016-10-05,1077.02
F-0196,2016-10-06,1190.6799
F-0196,2016-10-07,1228.16
F-0196,2016-10-08,1290.95
F-0196,2016-10-09,1209.83
F-0196,2016-10-10,1250.51
F-0196,2016-10-11,1214.24
F-0196,2016-10-12,1192.04
F-0196,2016-10-13,1173.2
F-0196,2016-10-14,1190.24
F-0196,2016-10-15,1197.42
F-0196,2016-10-16,1129.46
F-0196,2016-10-17,1189.09
F-0196,2016-10-18,1170.06
F-0196,2016-10-19,1221.45
F-0196,2016-10-20,1202.37
F-0196,2016-10-21,1227.49
F-0196,2016-10-22,1173.62
F-0196,2016-10-23,1122.93
F-0196,2016-10-24,1149.37
F-0196,2016-10-25,1253.21
F-0196,2016-10-26,1321.7
F-0196,2016-10-27,1317.78
F-0196,2016-10-28,1270.76
F-0196,2016-10-29,1281.23
F-0196,2016-10-30,1273.04
F-0196,2016-10-31,1154.0
F-0196,2016-11-01,1187.85
F-0196,2016-11-02,1228.51
F-0196,2016-11-03,1175.36
F-0196,2016-11-04,1272.47
F-0196,2016-11-05,1277.34
F-0196,2016-11-06,1082.06
F-0196,2016-11-07,1135.83
F-0196,2016-11-08,1197.42
F-0196,2016-11-09,1192.32
F-0196,2016-11-10,1192.97
F-0196,2016-11-11,1163.83
F-0196,2016-11-12,1065.86
F-0196,2016-11-13,895.74
F-0196,2016-11-14,1026.31
F-0196,2016-11-15,939.25
F-0196,2016-11-16,1062.42
F-0196,2016-11-17,939.22003
F-0196,2016-11-18,1052.84
F-0196,2016-11-19,953.67
F-0196,2016-11-20,822.39
F-0196,2016-11-21,869.69
F-0196,2016-11-22,908.41
F-0196,2016-11-23,588.34
F-0196,2016-11-24,905.23
F-0196,2016-11-25,848.08
